,source,target
1078821,CEBPA,DDX47
1078822,CEBPA,BAZ1A
1078823,LMNB1,CEBPA
1078824,CEBPA,SRSF5
1078825,MTA2,CEBPA
1078826,SNRNP70,CEBPA
1078827,CEBPA,RBM39
1078828,CEBPA,LBR
1078829,RPN1,CEBPA
1078830,CEBPA,USP39
1078831,MCM4,CEBPA
1078832,CEBPA,RRP1B
1078833,URB1,CEBPA
1078834,CEBPA,PNN
1078835,CEBPA,INTS7
1078836,CEBPA,CEBPZ
1078837,CEBPA,SRSF3
1078838,CEBPA,NUP160
1078839,CEBPA,LIG3
1078840,CEBPA,PUM3
1078841,CEBPA,SIN3A
1078842,CEBPA,GNB2
1078843,CEBPA,STAG1
1078844,CEBPA,RRP12
1078845,POLR2A,CEBPA
1078846,EIF2S1,CEBPA
1078847,CEBPA,NOL10
1078848,RPS9,CEBPA
1078849,H2AZ1,CEBPA
1078850,CEBPA,FTSJ3
1078851,CEBPA,DDX54
1078852,CEBPA,RPS14
1078853,PPP2R1A,CEBPA
1078854,CEBPA,INTS13
1078855,CEBPA,MYL6
1078856,CEBPA,KPNB1
1078857,CEBPA,HDGFL2
1078858,CEBPA,HNRNPM
1078859,CEBPA,SPTAN1
1078860,HSPA5,CEBPA
1078861,CEBPA,RPS4X
1078862,CEBPA,VCP
1078863,CEBPA,THOC5
1078864,CEBPA,SMU1
1078865,CEBPA,THOC1
1078866,OGT,CEBPA
1078867,MCM7,CEBPA
1078868,RFC2,CEBPA
1078869,DBT,CEBPA
1078870,RFC3,CEBPA
1078871,PRPF4,CEBPA
1078872,CEBPA,SAFB2
1078873,CEBPA,SMARCD2
1078874,CEBPA,NUP107
1078875,CEBPA,WTAP
1078876,CEBPA,MED23
1078877,CEBPA,PPP1CB
1078878,CEBPA,NCOA5
1078879,BUB3,CEBPA
1078880,TCERG1,CEBPA
1078881,CEBPA,WDR5
1078882,RAD21,CEBPA
1078883,RFC4,CEBPA
1078884,CEBPA,RNPS1
1078885,CEBPA,NXF1
1078886,CEBPA,DDX1
1078887,MAFA,ASH2L
1078888,WDR5,MAFA
1078889,MAFA,DPY30
1078890,PAXIP1,MAFA
1078891,KMT2D,MAFA
1078892,BRINP1,NR1D1
1078893,IRS1,RBX1
1078894,RBX1,FBXO40
1078895,IRS1,FBXO40
1078896,PRKN,CAV1
1078897,LRP5,MESD
1078898,BAX,PTGES3
1078899,HSP90AA1,NUP62
1078900,NR3C1,KPNB1
1078901,NR3C1,NUP62
1078902,NR3C1,NUP98
1078903,NR3C1,NUP153
1078904,NR3C1,NUP214
1078905,SPTBN1,SHANK3
1078906,SPTBN2,SHANK3
1078907,SHANK3,CAMK2A
1078908,DNM1,SHANK3
1078909,ANK2,SHANK3
1078910,CAMK2G,SHANK3
1078911,DYNC1H1,SHANK3
1078912,YWHAE,SHANK3
1078913,SHANK3,PLCB1
1078914,CASKIN1,SHANK3
1078915,YWHAZ,SHANK3
1078916,SHANK3,EPB41L3
1078917,HCN1,SHANK3
1078918,DLG2,SHANK3
1078919,SHANK3,MYO5A
1078920,NFASC,SHANK3
1078921,MAP3K5,SHANK3
1078922,GRIN2A,SHANK3
1078923,PRKCG,SHANK3
1078924,YWHAG,SHANK3
1078925,ERC2,SHANK3
1078926,SYNPO,SHANK3
1078927,GLUL,SHANK3
1078928,SHANK3,HOMER2
1078929,CNTN1,SHANK3
1078930,PRKCB,SHANK3
1078931,DCLK1,SHANK3
1078932,ARF3,SHANK3
1078933,SEPTIN7,SHANK3
1078934,ANK3,SHANK3
1078935,SHANK3,SPTBN4
1078936,CNTNAP1,SHANK3
1078937,KIF5C,SHANK3
1078938,SHANK3,RAPGEF2
1078939,ROCK2,SHANK3
1078940,SHANK3,SLK
1078941,SHANK3,TLN2
1078942,UBA1,SHANK3
1078943,SHANK3,PPP6R1
1078944,TPPP,SHANK3
1078945,PPP3CA,SHANK3
1078946,GRIN1,SHANK3
1078947,FBXO41,SHANK3
1078948,PRKCA,SHANK3
1078949,GNB1,SHANK3
1078950,BASP1,SHANK3
1078951,CYFIP2,SHANK3
1078952,CYFIP1,SHANK3
1078953,CTTNBP2,SHANK3
1078954,CAPZA2,SHANK3
1078955,SHANK3,NCKAP1
1078956,SHANK3,MACF1
1078957,DLG1,SHANK3
1078958,WASF1,SHANK3
1078959,MPP2,SHANK3
1078960,CIT,SHANK3
1078961,AGAP2,SHANK3
1078962,PRKCE,SHANK3
1078963,GSK3B,SHANK3
1078964,KALRN,SHANK3
1078965,IQSEC2,SHANK3
1078966,SHANK3,TNIK
1078967,LRRC7,SHANK3
1078968,GRM3,SHANK3
1078969,RAPGEF4,SHANK3
1078970,RPS6KA2,SHANK3
1078971,SHANK3,NCDN
1078972,RNASE1,SHANK3
1078973,RAC1,SHANK3
1078974,GRIN2B,SHANK3
1078975,SHANK3,TAOK2
1078976,IQSEC1,SHANK3
1078977,INA,SHANK3
1078978,NCAN,SHANK3
1078979,SHANK3,SEPTIN3
1078980,SYNE1,SHANK3
1078981,DLG4,AGAP2
1078982,DLG4,ANKS1B
1078983,DLG4,CAND1
1078984,DLG4,CYFIP1
1078985,DLG4,DIP2B
1078986,GDI2,DLG4
1078987,GNAI1,DLG4
1078988,GPM6A,DLG4
1078989,DLG4,ADGRA1
1078990,LRPPRC,DLG4
1078991,DLG4,MACF1
1078992,DLG4,NBEA
1078993,DLG4,NCKAP1
1078994,NRXN1,DLG4
1078995,DLG4,PARK7
1078996,PPIB,DLG4
1078997,PPP1CA,DLG4
1078998,PPP1CB,DLG4
1078999,PPP2CB,DLG4
1079000,PRKACB,DLG4
1079001,RNASE1,DLG4
1079002,RAB3B,DLG4
1079003,DLG4,RAB3C
1079004,RAB10,DLG4
1079005,RASAL1,DLG4
1079006,RAP2B,DLG4
1079007,ROCK2,DLG4
1079008,SYNJ1,DLG4
1079009,DLG4,TRAF3
1079010,DLG4,EPB41L3
1079011,DLGAP1,CAMK2B
1079012,DLGAP1,CAMK2G
1079013,DLGAP1,SPTAN1
1079014,DLGAP1,SPTBN1
1079015,DLGAP1,IQSEC1
1079016,DLGAP1,SPTBN2
1079017,DLGAP1,IQSEC3
1079018,DLGAP1,NEFL
1079019,DLGAP1,IQSEC2
1079020,DLGAP1,LRRC7
1079021,DLGAP1,DNM1
1079022,DLGAP1,SYNE1
1079023,DLGAP1,DPYSL2
1079024,DLGAP1,KIF5C
1079025,DLGAP1,PPP3CA
1079026,DLGAP1,ABLIM1
1079027,DLGAP1,SEPTIN7
1079028,DLGAP1,AGAP2
1079029,DLGAP1,EPB41L3
1079030,DLGAP1,PRKCG
1079031,DLGAP1,CNKSR2
1079032,DLGAP1,GLUL
1079033,DLGAP1,NCKAP1
1079034,DLGAP1,SEPTIN11
1079035,DLGAP1,FBXO41
1079036,DLGAP1,ARF3
1079037,DLGAP1,YWHAZ
1079038,DLGAP1,PPP3CB
1079039,DLGAP1,DIAPH1
1079040,DLGAP1,NEFH
1079041,DLGAP1,TNIK
1079042,DLGAP1,CAPZA2
1079043,DLGAP1,MPRIP
1079044,DLGAP1,PPP1CC
1079045,DLGAP1,YWHAB
1079046,DLGAP1,DZANK1
1079047,DLGAP1,KCNJ10
1079048,DLGAP1,YWHAH
1079049,ARHGAP32,DLGAP1
1079050,DLGAP1,CYFIP1
1079051,DLGAP1,FBXO2
1079052,DLGAP1,RAB1A
1079053,DLGAP1,CNTNAP1
1079054,DLGAP1,ARF5
1079055,DLGAP1,LRRC15
1079056,DLGAP1,IQGAP2
1079057,DLGAP1,EPB41L1
1079058,DLGAP1,MAPK1
1079059,DLGAP1,RACK1
1079060,DLGAP1,GNB2
1079061,DLGAP1,YWHAG
1079062,DLGAP1,MINK1
1079063,DLGAP1,GNB1
1079064,DLGAP1,CYTH3
1079065,DLGAP1,DSTN
1079066,DLGAP1,ADGRB2
1079067,DLGAP1,TMEM132B
1079068,DLGAP1,RAPGEF4
1079069,DLGAP1,CTNNA2
1079070,DLGAP1,YWHAE
1079071,DLGAP1,YWHAQ
1079072,DLGAP1,DAB2IP
1079073,DLGAP1,CIT
1079074,DLGAP1,UBE2O
1079075,DLGAP1,PRKCB
1079076,DLGAP1,ERBIN
1079077,DLGAP1,GIT1
1079078,DLGAP1,ARHGAP39
1079079,DLGAP1,DNAJC6
1079080,DLGAP1,GSN
1079081,DLGAP1,GDI2
1079082,DLGAP1,CDK5
1079083,DLGAP1,RAP1A
1079084,DLGAP1,UBE2N
1079085,ARVCF,DLGAP1
1079086,DLGAP1,SYNPO
1079087,DLGAP1,MAPK3
1079088,DLGAP1,SORBS1
1079089,DLGAP1,ADGRB3
1079090,DLGAP1,CASKIN1
1079091,DLGAP1,PDE4B
1079092,DLGAP1,RNASE1
1079093,DLGAP1,RAC1
1079094,DLGAP1,FARP1
1079095,DLGAP1,SEPTIN3
1079096,DLGAP1,GRIA3
1079097,DLGAP1,NBEA
1079098,DLGAP1,NRXN1
1079099,DLGAP1,NRXN1
1079100,DLGAP1,CTNND2
1079101,DLGAP1,SH3KBP1
1079102,DLGAP1,WASF1
1079103,DLGAP1,ARC
1079104,DLGAP1,KCNAB1
1079105,DLGAP1,MPDZ
1079106,DLGAP1,GRIA2
1079107,DLGAP1,RASAL2
1079108,DLGAP1,KALRN
1079109,DLGAP1,TRIO
1079110,DLGAP1,DDN
1079111,DLGAP1,CYFIP2
1079112,DLGAP1,ITIH4
1079113,UBR5,SYNGAP1
1079114,SYNGAP1,MYO5A
1079115,ANKS1B,SYNGAP1
1079116,IQSEC2,SYNGAP1
1079117,IQSEC1,SYNGAP1
1079118,YWHAE,SYNGAP1
1079119,SPTBN2,SYNGAP1
1079120,DPYSL2,SYNGAP1
1079121,SYN1,SYNGAP1
1079122,SPTBN1,SYNGAP1
1079123,SYNGAP1,DLGAP2
1079124,SYNGAP1,BEGAIN
1079125,YWHAH,SYNGAP1
1079126,SYNGAP1,BTBD9
1079127,GNAO1,SYNGAP1
1079128,GLUL,SYNGAP1
1079129,DMXL2,SYNGAP1
1079130,DYNC1H1,SYNGAP1
1079131,CNTNAP1,SYNGAP1
1079132,SYNGAP1,ADAM22
1079133,SYNGAP1,FBXO2
1079134,ABLIM1,SYNGAP1
1079135,DLGAP3,SYNGAP1
1079136,SYNJ1,SYNGAP1
1079137,ADGRB2,SYNGAP1
1079138,ARF3,SYNGAP1
1079139,SYNGAP1,SHANK1
1079140,CNKSR2,SYNGAP1
1079141,SLC1A3,SYNGAP1
1079142,RAB1A,SYNGAP1
1079143,CYFIP2,SYNGAP1
1079144,PRKCG,SYNGAP1
1079145,ADAM9,SYNGAP1
1079146,GRIA1,SYNGAP1
1079147,GRIA2,SYNGAP1
1079148,GRIA3,SYNGAP1
1079149,DDN,SYNGAP1
1079150,KCNJ10,SYNGAP1
1079151,CTNNB1,SYNGAP1
1079152,PRAF2,SYNGAP1
1079153,PRKCE,SYNGAP1
1079154,BASP1,SYNGAP1
1079155,RAB2A,SYNGAP1
1079156,ARF5,SYNGAP1
1079157,CNRIP1,SYNGAP1
1079158,EPB41L2,SYNGAP1
1079159,ANK2,SYNGAP1
1079160,KCNA4,SYNGAP1
1079161,KALRN,SYNGAP1
1079162,SYNGAP1,AGAP2
1079163,SYNGAP1,BAIAP2
1079164,KCNAB2,SYNGAP1
1079165,SYNGAP1,CACNG2
1079166,CACNB2,SYNGAP1
1079167,DGKZ,SYNGAP1
1079168,PLCL1,SYNGAP1
1079169,CUL3,SYNGAP1
1079170,MAT2A,SETDB1
1079171,SUV39H1,MAT2A
1079172,FOXL2,E4F1
1079173,PIAS2,FOXL2
1079174,FOXL2,EIF3A
1079175,FAU,FOXL2
1079176,TSPO,FOXL2
1079177,NDUFB6,FOXL2
1079178,FOXL2,CGRRF1
1079179,FOXL2,PAN2
1079180,ZSWIM8,FOXL2
1079181,GNAI2,FOXL2
1079182,PADI2,IKBKG
1079183,MAP3K7,PRKAA2
1079184,MAPK8,LRP8
1079185,MAPK9,LRP8
1079186,LRP8,DUSP16
1079187,GPR17,CYSLTR1
1079188,PLA2G4A,KSR1
1079189,PLA2G4A,IL17RD
1079190,SUPT5H,AICDA
1079191,SRC,ITGA2
1079192,NDE1,SMC3
1079193,SMC1A,NDE1
1079194,SMARCA5,NDE1
1079195,FLRT2,FGFR1
1079196,HFM1,MLH1
1079197,HFM1,PMS1
1079198,TUBA1A,MAPRE3
1079199,PSRC1,TUBA1A
1079200,SH3RF1,SHROOM3
1079201,ROCK1,SHROOM3
1079202,UTRN,IQSEC3
1079203,DMD,IQSEC3
1079204,MAGI2,IQSEC3
1079205,GNAL,RIC8B
1079206,BID,TRAF6
1079207,SREBF1,NFIL3
1079208,CARMIL1,LNX1
1079209,FCHSD2,LNX1
1079210,PPFIA4,LNX1
1079211,LNX1,FERMT2
1079212,PPFIA2,LNX1
1079213,PPP2R5D,LNX1
1079214,LNX1,AKAP11
1079215,LNX1,NDRG3
1079216,PPP2R5C,LNX1
1079217,PRKAR1A,LNX1
1079218,SLC1A3,LNX1
1079219,PPP3CA,LNX1
1079220,LNX1,NDRG2
1079221,CYFIP1,LNX1
1079222,YWHAG,LNX1
1079223,KAZN,LNX1
1079224,ATP2B3,LNX1
1079225,IQSEC1,LNX1
1079226,LNX1,WASF1
1079227,CLEC16A,LNX1
1079228,UNC13B,LNX1
1079229,SRGAP1,LNX1
1079230,LNX1,MIOS
1079231,TUFM,LNX1
1079232,PHLDB1,LNX1
1079233,SNAP47,LNX1
1079234,HSPA4L,LNX1
1079235,CCT2,LNX1
1079236,LNX1,SRCIN1
1079237,YWHAQ,LNX1
1079238,TECPR1,LNX1
1079239,HSPA4,LNX1
1079240,PFKL,LNX1
1079241,HEPACAM,LNX1
1079242,CAMSAP1,LNX1
1079243,ADD1,LNX1
1079244,PPFIBP1,LNX1
1079245,LNX1,CEP170B
1079246,WARS1,LNX1
1079247,AP1B1,LNX1
1079248,LNX1,NDRG1
1079249,LNX1,DTNA
1079250,LDB1,LNX1
1079251,GSTM2,LNX1
1079252,CTNNA2,LNX1
1079253,ATP4A,LNX1
1079254,ATP12A,LNX1
1079255,CDK14,LNX1
1079256,LNX1,ENTPD2
1079257,LNX1,CTTNBP2
1079258,LNX1,NPTN
1079259,SLC6A1,LNX1
1079260,RPN1,LNX1
1079261,CTNNB1,LNX1
1079262,ERC1,LNX2
1079263,SPHKAP,LNX2
1079264,CARMIL1,LNX2
1079265,FCHSD2,LNX2
1079266,LNX2,AKAP11
1079267,LNX2,FERMT2
1079268,ERC2,LNX2
1079269,ATP2A2,LNX2
1079270,LNX2,RRBP1
1079271,KAZN,LNX2
1079272,EML3,LNX2
1079273,PRKAR1B,LNX2
1079274,PRKAR1A,LNX2
1079275,KTN1,LNX2
1079276,KCNJ10,LNX2
1079277,LNX2,SLC4A4
1079278,CKAP4,LNX2
1079279,LNX2,NDEL1
1079280,GRIA2,LNX2
1079281,LNX2,CTNND2
1079282,KIF5A,LNX2
1079283,LNX2,EXOC4
1079284,RPN1,LNX2
1079285,LNX2,AGAP2
1079286,YWHAG,LNX2
1079287,MTMR1,LNX2
1079288,C2CD2L,LNX2
1079289,DDOST,LNX2
1079290,AMIGO1,LNX2
1079291,LNX2,EXOC2
1079292,RPN2,LNX2
1079293,SBF2,LNX2
1079294,SLC6A1,LNX2
1079295,NRXN1,LNX2
1079296,LNX2,NRXN1
1079297,PPP3CA,LNX2
1079298,CDS2,LNX2
1079299,LNX2,SRR
1079300,LNX2,EXOC1
1079301,SLC25A12,LNX2
1079302,YWHAZ,LNX2
1079303,IFNGR1,RNF19B
1079304,STAT1,RNF19B
1079305,FBXO2,FBXO2
1079306,CREB3L3,TRAF6
1079307,ZBTB7C,MAPK8
1079308,KIF5B,CLCN7
1079309,ACTA1,TRIM32
1079310,ACTN3,TRIM32
1079311,TPM1,TRIM32
1079312,DES,TRIM32
1079313,TRIM32,MYLPF
1079314,UBE3A,KCNN2
1079315,PPARG,FBXO9
1079316,EPHB3,HUWE1
1079317,SLC20A1,USP7
1079318,IRS1,USP7
1079319,IRS1,PTEN
1079320,PTPN5,GRIN2A
1079321,MYOCD,FBXO32
1079322,RORC,ITCH
1079323,LAT,USP9X
1079324,PRKCB,USP9X
1079325,FOXO1,NDN
1079326,NES,USP40
1079327,TP53,KCNMA1
1079328,KCNMA1,FADD
1079329,PFN1,PCLO
1079330,PFN2,PCLO
1079331,CCNA2,SIRT2
1079332,GSAP,ALOX5
1079333,PTPRZ1,SNRPD2
1079334,PTPRC,INTS4
1079335,PTPRC,CAP2
1079336,PPM1L,TTC27
1079337,PPM1L,TELO2
1079338,UBC,SNX27
1079339,UBC,ZC3HAV1L
1079340,UBC,DNAJC21
1079341,UBC,LRP2
1079342,UBC,ARHGAP29
1079343,UBC,PEG3
1079344,UBC,HECTD4
1079345,UBC,STON2
1079346,FCHO1,UBC
1079347,UBC,PRMT1
1079348,UBC,GCDH
1079349,UBC,ASCC1
1079350,UBC,PML
1079351,UBC,SLMAP
1079352,SERPINE2,UBC
1079353,UBC,S100A10
1079354,UBC,GTF2H3
1079355,UBC,ERCC2
1079356,UBC,NDE1
1079357,UBC,URGCP
1079358,UBC,MNAT1
1079359,UBC,CLPB
1079360,UBC,KLHL28
1079361,UBC,TMEM165
1079362,UBC,GTF2H4
1079363,HIP1,UBC
1079364,ERCC1,UBC
1079365,UBC,TBL3
1079366,UBC,ZRANB3
1079367,UBC,PCMTD2
1079368,UBC,COPS7A
1079369,UBC,BTBD2
1079370,UBC,ZFAND2A
1079371,UBC,UBE3B
1079372,UBC,KLHDC10
1079373,UBC,KLHDC3
1079374,UBC,ZNF330
1079375,UBC,FAM104B
1079376,UBC,BTBD1
1079377,UBC,GPS1
1079378,UBC,COPS2
1079379,UBC,RNF138
1079380,UBC,KLHDC2
1079381,UBC,FBXO31
1079382,UBC,MAD2L1
1079383,UBC,APLP2
1079384,UBC,SCCPDH
1079385,UBC,GTF2E2
1079386,UBC,MRS2
1079387,UBC,DHX32
1079388,UBC,CCDC14
1079389,UBC,SPATA2
1079390,UBC,TEFM
1079391,UBC,TIMM8B
1079392,UBC,NEURL4
1079393,UBC,TIMM13
1079394,UBC,SETDB1
1079395,UBC,ZBTB33
1079396,UBC,TRAF4
1079397,UBC,RNF220
1079398,UBC,PATZ1
1079399,UBC,VPS25
1079400,GPC4,UBC
1079401,UBC,GTF2E1
1079402,UBC,SCPEP1
1079403,TDP2,UBC
1079404,UBC,SNF8
1079405,PDPK1,UBC
1079406,UBC,LTBP1
1079407,NVL,UBC
1079408,UBC,CDC27
1079409,UBC,LLGL2
1079410,UBC,TMCO1
1079411,UBC,GABARAPL2
1079412,UBC,DNM2
1079413,UBC,SRP9
1079414,UBC,ZCCHC10
1079415,UBC,DUT
1079416,UBC,SRP14
1079417,UBC,COX11
1079418,UBC,LLGL1
1079419,UBC,ADCK5
1079420,NIPSNAP2,UBC
1079421,UBC,PLD6
1079422,UBC,NIPSNAP1
1079423,KLHL2,UBC
1079424,UBC,PDP2
1079425,UBC,SAMM50
1079426,UBC,HAP1
1079427,UBC,ZFYVE19
1079428,UBC,MIB2
1079429,UBC,DERL1
1079430,UBC,ARHGEF2
1079431,UBC,SDF2L1
1079432,UBC,KIF15
1079433,UBC,KIF1A
1079434,UBC,OLA1
1079435,UBC,GPHN
1079436,UBC,ZNF281
1079437,UBC,ACTN1
1079438,UBC,SLC7A5
1079439,UBC,DLAT
1079440,UBC,RMI1
1079441,UBC,GNB1
1079442,UBC,STRN4
1079443,UBC,ITPR3
1079444,PLRG1,UBC
1079445,UBC,HDLBP
1079446,UBC,MYO5A
1079447,UBC,EZR
1079448,UBC,DDX46
1079449,UBC,DDX56
1079450,CISD3,UBC
1079451,UBC,RGS19
1079452,UBC,DBT
1079453,UBC,LSM14A
1079454,UBC,AGPAT5
1079455,UBC,MLEC
1079456,TIMM17B,UBC
1079457,UBC,CANX
1079458,UBC,DROSHA
1079459,UBC,PSMG2
1079460,UBC,DTYMK
1079461,UBC,ARGLU1
1079462,UBC,PALLD
1079463,UBC,LMTK2
1079464,UBC,AHNAK
1079465,UBC,MISP3
1079466,GIPC1,UBC
1079467,ACTN4,UBC
1079468,AK1,UBC
1079469,ALPL,UBC
1079470,UBC,DST
1079471,PCNT,UBC
1079472,FLNB,UBC
1079473,RIC8B,GNG13
1079474,RIC8B,GNG8
1079475,GNG7,RIC8B
1079476,GNB1,RIC8B
1079477,PRKCB,PATJ
1079478,PATJ,GDA
1079479,ACTB,PATJ
1079480,CNP,PATJ
1079481,CKB,PATJ
1079482,PATJ,CAMK2A
1079483,ATP5F1B,PATJ
1079484,TUBB2A,PATJ
1079485,TUBA1A,PATJ
1079486,ATP5F1A,PATJ
1079487,CAMK2B,PATJ
1079488,PATJ,BAIAP2
1079489,PPP3CA,PATJ
1079490,HSPA8,PATJ
1079491,NYAP1,WASF1
1079492,WASF1,MYO16
1079493,ABL2,AGAP2
1079494,ANK3,AGAP2
1079495,AP1B1,AGAP2
1079496,AP2A1,AGAP2
1079497,AGAP2,APPL1
1079498,AGAP2,ARHGAP39
1079499,ARHGEF18,AGAP2
1079500,CACNA1E,AGAP2
1079501,AGAP2,CAMK2A
1079502,CAMK2B,AGAP2
1079503,CAMK2G,AGAP2
1079504,CNKSR2,AGAP2
1079505,CYFIP1,AGAP2
1079506,CYFIP2,AGAP2
1079507,DAB2IP,AGAP2
1079508,DBN1,AGAP2
1079509,DLG1,AGAP2
1079510,DLG2,AGAP2
1079511,DLG3,AGAP2
1079512,AGAP2,DLGAP2
1079513,DLGAP3,AGAP2
1079514,AGAP2,DLGAP4
1079515,EPB41L2,AGAP2
1079516,GNA13,AGAP2
1079517,GNAS,AGAP2
1079518,GNAS,AGAP2
1079519,GNB2,AGAP2
1079520,GRIA1,AGAP2
1079521,GRIN1,AGAP2
1079522,GRIN2A,AGAP2
1079523,GRIN2B,AGAP2
1079524,GRM1,AGAP2
1079525,GRM2,AGAP2
1079526,GRM3,AGAP2
1079527,GRM5,AGAP2
1079528,GSK3B,AGAP2
1079529,GSN,AGAP2
1079530,IQGAP1,AGAP2
1079531,IQGAP2,AGAP2
1079532,AGAP2,IQSEC3
1079533,LRRC7,AGAP2
1079534,MAP2K1,AGAP2
1079535,MAPK1,AGAP2
1079536,MAPK10,AGAP2
1079537,MAPK3,AGAP2
1079538,MINK1,AGAP2
1079539,NBEA,AGAP2
1079540,NCAM2,AGAP2
1079541,AGAP2,NCKAP1
1079542,NEDD4,AGAP2
1079543,NF1,AGAP2
1079544,NLGN1,AGAP2
1079545,AGAP2,NLGN3
1079546,NRCAM,AGAP2
1079547,PPP1CA,AGAP2
1079548,PPP1CB,AGAP2
1079549,AGAP2,PPP1R9A
1079550,PPP1R9B,AGAP2
1079551,PPP3CA,AGAP2
1079552,PPP3CB,AGAP2
1079553,PRKACA,AGAP2
1079554,PRKACB,AGAP2
1079555,PRKAR2B,AGAP2
1079556,PRKCA,AGAP2
1079557,PRKCB,AGAP2
1079558,PRKCE,AGAP2
1079559,PTK2,AGAP2
1079560,RALGAPA1,AGAP2
1079561,AGAP2,RAPGEF2
1079562,SEPTIN7,AGAP2
1079563,AGAP2,SHANK1
1079564,AGAP2,SHANK2
1079565,AGAP2,SORBS1
1079566,SORBS2,AGAP2
1079567,SRC,AGAP2
1079568,SYNE1,AGAP2
1079569,SYNJ1,AGAP2
1079570,AGAP2,TNIK
1079571,WASF1,AGAP2
1079572,AAK1,SYNGAP1
1079573,GRK3,SYNGAP1
1079574,SYNGAP1,AGAP1
1079575,AMPH,SYNGAP1
1079576,ARC,SYNGAP1
1079577,ARHGAP32,SYNGAP1
1079578,SYNGAP1,ARHGAP39
1079579,ASAP2,SYNGAP1
1079580,CAND1,SYNGAP1
1079581,CYFIP1,SYNGAP1
1079582,DBN1,SYNGAP1
1079583,DNM1,SYNGAP1
1079584,DNM1L,SYNGAP1
1079585,FAM81A,SYNGAP1
1079586,GDI2,SYNGAP1
1079587,SYNGAP1,GIT1
1079588,GNAS,SYNGAP1
1079589,GNAS,SYNGAP1
1079590,GNAS,SYNGAP1
1079591,GNAS,SYNGAP1
1079592,GNAZ,SYNGAP1
1079593,GNB1,SYNGAP1
1079594,GNB2,SYNGAP1
1079595,GRM5,SYNGAP1
1079596,GSK3B,SYNGAP1
1079597,IQGAP1,SYNGAP1
1079598,ITPKA,SYNGAP1
1079599,KBTBD11,SYNGAP1
1079600,MAP2K1,SYNGAP1
1079601,MAPK1,SYNGAP1
1079602,MAPK3,SYNGAP1
1079603,MTOR,SYNGAP1
1079604,NBEA,SYNGAP1
1079605,NCAM1,SYNGAP1
1079606,NCAN,SYNGAP1
1079607,NTRK3,SYNGAP1
1079608,OPA1,SYNGAP1
1079609,PI4KA,SYNGAP1
1079610,SYNGAP1,PITPNM2
1079611,PRKAR2A,SYNGAP1
1079612,PURA,SYNGAP1
1079613,RAB10,SYNGAP1
1079614,SYNGAP1,RASAL2
1079615,SHISA6,SYNGAP1
1079616,SYNGAP1,SORBS1
1079617,SORBS2,SYNGAP1
1079618,STRN,SYNGAP1
1079619,SYNGAP1,WDR7
1079620,KALRN,ADAM22
1079621,KALRN,AKAP11
1079622,KALRN,ANK2
1079623,KALRN,CAMSAP3
1079624,KALRN,CHCHD6
1079625,CIT,KALRN
1079626,KALRN,CTNNA2
1079627,KALRN,DAB2IP
1079628,KALRN,DZANK1
1079629,KALRN,EPB41L3
1079630,KALRN,GRIA2
1079631,KALRN,GRIA3
1079632,KALRN,GPRIN1
1079633,KALRN,INA
1079634,KALRN,IQSEC1
1079635,KALRN,IQSEC2
1079636,KALRN,LZTS3
1079637,KALRN,MACF1
1079638,KALRN,MYO5A
1079639,KALRN,PDE4D
1079640,KALRN,PKP4
1079641,KALRN,PPP1R9A
1079642,KALRN,SESTD1
1079643,SHISA7,KALRN
1079644,KALRN,SYNPO
1079645,ACTN1,AGAP2
1079646,ACTN4,AGAP2
1079647,AHNAK,AGAP2
1079648,AGAP2,AK5
1079649,ANK2,AGAP2
1079650,ANKS1B,AGAP2
1079651,ANXA2,AGAP2
1079652,AP2A2,AGAP2
1079653,AP2B1,AGAP2
1079654,A0A1W2PNV4,AGAP2
1079655,AGAP2,ATAD3A
1079656,ATP1B1,AGAP2
1079657,CACNB3,AGAP2
1079658,CAMKK2,AGAP2
1079659,CDK5,AGAP2
1079660,AGAP2,CEP170B
1079661,CLTC,AGAP2
1079662,CSNK2A2,AGAP2
1079663,DCLK1,AGAP2
1079664,DNM1,AGAP2
1079665,CRMP1,AGAP2
1079666,DPYSL2,AGAP2
1079667,DYNC1H1,AGAP2
1079668,DYNC1I1,AGAP2
1079669,AGAP2,DYNC1LI1
1079670,ENAH,AGAP2
1079671,AGAP2,EPB41L3
1079672,FMR1,AGAP2
1079673,GLUL,AGAP2
1079674,AGAP2,GPHN
1079675,INA,AGAP2
1079676,KCTD16,AGAP2
1079677,LUZP1,AGAP2
1079678,AGAP2,MACF1
1079679,MAP1A,AGAP2
1079680,MAP6,AGAP2
1079681,AGAP2,MYO5A
1079682,AGAP2,NCDN
1079683,NEFL,AGAP2
1079684,AGAP2,NMRAL1
1079685,AGAP2,NPTN
1079686,AGAP2,NUMBL
1079687,PCDH1,AGAP2
1079688,PCDH7,AGAP2
1079689,AGAP2,PCLO
1079690,PCNA,AGAP2
1079691,AGAP2,PHACTR1
1079692,PHF3,AGAP2
1079693,PIP5KL1,AGAP2
1079694,PITPNM1,AGAP2
1079695,PKN2,AGAP2
1079696,PKP1,AGAP2
1079697,PPFIA1,AGAP2
1079698,PPFIA2,AGAP2
1079699,PPM1E,AGAP2
1079700,PPP2R1A,AGAP2
1079701,PQBP1,AGAP2
1079702,PRAG1,AGAP2
1079703,AGAP2,PRMT8
1079704,AGAP2,RASAL2
1079705,RIMS1,AGAP2
